student_id,age,gender,class_10_marks,class_12_marks,preferred_subjects,interests,skills,extracurriculars,career_engineer,career_artist,career_teacher,career_scientist,career_writer,career_entrepreneur,career_lawyer,career_doctor,career_designer,career_marketer,career_journalist,career_psychologist,career_photographer,career_developer,career_researcher
447,20,Other,85.67,92.03,Computer Science,Psychology,"Python, CSS, Machine Learning, Rhythm, Photography",Coding Club,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
448,25,Male,88.82,85.78,Math,Arts,"Sketching, Photoshop",Psych Club,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
449,21,Female,73.33,79.76,Biology,Finance,"Java, Statistics, C++, Sewing, Creativity, Public Speaking",Media Club,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
450,18,Female,87.07,68.2,English,Law,"Sewing, Acting",Coding Club,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
451,19,Male,78.69,73.28,History,Law,"Machine Learning, Writing, Voice Modulation, Dancing, Photography",Coding Club,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1
452,18,Female,75.29,93.34,History,Education,"CSS, Statistics, Sketching, Creativity, Voice Modulation, Public Speaking, Dancing, Acting",Photo Walk,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
453,24,Male,76.91,78.56,Political Science,Medicine,Dancing,Peer Counseling,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
454,18,Other,61.4,86.96,Political Science,Education,"Sketching, Communication, Writing, Instrument, Rhythm",Coding Club,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
455,21,Male,81.45,103.96,History,Medicine,"Public Speaking, Communication, Dancing",Photo Walk,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
456,17,Male,71.92,80.63,Political Science,Law,"HTML, Python, Java, Creativity, Voice Modulation, Public Speaking, Acting",Photo Walk,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
457,23,Other,77.49,96.93,Math,Media,"CSS, Statistics, Dancing, Rhythm",Photography Club,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
458,22,Male,74.05,81.35,Psychology,Medicine,"HTML, Machine Learning, Creativity, CAD, Singing, Rhythm",Newspaper,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
459,22,Other,81.08,80.24,Math,Medicine,"Creativity, Voice Modulation, Instrument",Coding Club,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
460,25,Female,70.54,80.33,Psychology,Economics,Photography,Photo Walk,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
461,17,Female,85.74,65.68,Psychology,Technology,"Machine Learning, CSS, C++, Creativity, Dancing, Instrument",Photo Walk,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
462,20,Other,76.33,69.6,Math,Psychology,"Writing, Photography, Singing",Coding Club,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
463,22,Female,86.95,59.72,Math,Economics,"Sketching, Creativity, Communication",Photography Club,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
464,21,Female,69.41,82.53,English,Psychology,"Java, Statistics, Photoshop, Photography, Dancing",Media Club,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
465,18,Male,90.66,77.21,English,Media,"Java, Machine Learning, Sewing",Photo Walk,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
466,18,Female,69.45,100.57,English,Media,Dancing,Science Fair,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
467,17,Male,60.52,51.61,Physics,Finance,"HTML, Java, CSS, CAD, Sketching, Public Speaking",Media Club,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
468,25,Male,79.4,71.98,Computer Science,Arts,"Python, HTML, C++, CAD, Sewing",Media Club,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
469,19,Other,64.79,86.5,History,Law,"Machine Learning, Sketching, Sewing, Voice Modulation",Coding Club,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
470,18,Female,77.44,71.23,Biology,Law,"Statistics, Java, C++, Sewing, Communication, Public Speaking",Science Fair,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
471,23,Other,62.2,88.47,Biology,Law,"CSS, HTML, Sewing, Communication, Instrument, Photography",Media Club,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
472,19,Female,81.5,76.81,Physics,Economics,"Statistics, Sewing, CAD, Public Speaking, Dancing, Instrument",Photo Walk,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
473,19,Other,93.47,65.16,Biology,Psychology,"C++, CSS, Python, Creativity, Voice Modulation",Media Club,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
474,18,Other,59.74,69.7,Physics,Law,,Science Fair,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
475,17,Male,74.54,80.92,Psychology,Psychology,"CSS, Statistics, HTML, Rhythm, Dancing",Photography Club,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
476,21,Female,72.59,82.22,English,Economics,"Statistics, Java, C++, Writing",Newspaper,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1
477,25,Female,62.48,95.33,Biology,Medicine,"HTML, Sewing, CAD, Public Speaking, Voice Modulation, Acting",Newspaper,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
478,23,Female,74.18,91.41,Political Science,Arts,"Java, CAD, Sketching, Communication, Dancing",Science Fair,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1
479,19,Male,78.43,83.48,Math,Economics,"Machine Learning, CAD",Newspaper,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
480,19,Other,80.7,83.37,Physics,Psychology,"HTML, CAD, Sewing, Public Speaking",Coding Club,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
481,19,Female,81.43,93.95,Math,Psychology,"HTML, CSS, Sketching, Photoshop, Acting, Rhythm",Peer Counseling,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
482,18,Other,76.97,86.51,Computer Science,Economics,"HTML, CSS, Writing, Voice Modulation, Dancing",Psych Club,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
483,18,Other,74.1,95.28,History,Finance,"CAD, Voice Modulation, Public Speaking, Rhythm, Acting",Photo Walk,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
484,22,Female,68.24,99.61,History,Arts,"Machine Learning, CSS, Photoshop, Voice Modulation, Public Speaking",Newspaper,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
485,17,Other,74.6,60.83,History,Finance,"Python, Java, CSS, Public Speaking",Photography Club,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
486,21,Female,76.28,69.83,History,Finance,"CSS, Creativity, CAD, Communication, Dancing",Media Club,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0
487,20,Female,83.41,70.17,Psychology,Media,"Python, Java, Creativity, CAD, Voice Modulation",Newspaper,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0
488,24,Other,70.54,55.33,Psychology,Technology,"Sketching, Photoshop",Photo Walk,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
489,24,Female,70.48,48.91,Computer Science,Medicine,"HTML, CAD, Sewing, Communication, Acting, Singing",Science Fair,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
490,21,Female,59.16,87.12,Physics,Law,"Sketching, CAD, Public Speaking, Communication, Rhythm",Newspaper,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
491,18,Female,82.86,83.11,Physics,Psychology,"CSS, Creativity, Writing, Singing, Dancing",Peer Counseling,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
492,17,Female,65.33,77.43,Biology,Media,"C++, Java, Statistics, Creativity",Media Club,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
493,18,Male,74.96,64.1,Political Science,Economics,"Creativity, CAD, Communication, Writing, Instrument, Rhythm",Media Club,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0
494,21,Female,90.03,88.53,Biology,Psychology,"Machine Learning, Statistics, C++, Creativity, Singing",Photography Club,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
495,23,Female,72.79,78.32,English,Finance,"Java, HTML, Communication, Acting, Instrument",Photography Club,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0
496,24,Male,77.08,53.5,Psychology,Media,"CSS, Photoshop, CAD, Public Speaking, Writing",Coding Club,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
497,18,Male,72.53,69.82,History,Psychology,"Java, Machine Learning, Python, Voice Modulation, Communication",Newspaper,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1
498,22,Female,64.98,74.63,Math,Media,"HTML, Statistics, Python, Creativity, Photoshop, Voice Modulation",Science Fair,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
499,25,Female,92.98,85.69,English,Medicine,"Photoshop, Sketching, Public Speaking, Writing, Rhythm",Coding Club,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
500,20,Male,69.29,84.87,Math,Education,"Machine Learning, HTML, Public Speaking, Communication",Peer Counseling,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
501,24,Other,88.99,89.1,Political Science,Arts,"Python, Sewing, Creativity, Voice Modulation",Newspaper,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
502,25,Other,75.6,70.24,History,Psychology,"Writing, Dancing",Science Fair,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
503,17,Female,81.98,82.72,Biology,Technology,"Machine Learning, Creativity, Photoshop, Instrument, Acting",Science Fair,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
504,17,Female,83.95,85.62,Math,Technology,"Writing, Communication",Psych Club,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
505,24,Other,85.5,71.58,Psychology,Economics,"Sewing, Communication, Writing",Media Club,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
506,23,Female,88.17,80.37,Physics,Law,"C++, Instrument, Rhythm",Media Club,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,18,Male,95.75,69.73,History,Arts,"Machine Learning, Sewing, Instrument",Coding Club,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
508,17,Male,92.36,80.37,Biology,Education,Photoshop,Psych Club,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
509,19,Male,68.49,72.19,History,Education,"Java, Public Speaking, Voice Modulation, Acting",Science Fair,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
510,20,Male,71.8,83.09,Math,Arts,"Sketching, Sewing, Writing, Instrument, Dancing",Science Fair,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
511,18,Other,80.23,71.12,Biology,Law,"Statistics, Machine Learning, Java, Photoshop",Peer Counseling,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
512,19,Other,74.76,103.71,Computer Science,Psychology,"Machine Learning, Rhythm, Dancing",Psych Club,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
513,20,Female,92.28,83.24,History,Law,"Writing, Public Speaking",Science Fair,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
514,19,Male,75.38,79.44,Computer Science,Media,"Voice Modulation, Public Speaking, Rhythm, Acting",Media Club,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
515,20,Other,81.14,65.73,English,Technology,"Java, Python, Voice Modulation, Writing, Instrument",Media Club,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
516,18,Female,72.43,57.98,Computer Science,Finance,"Java, CAD, Creativity, Public Speaking",Coding Club,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
517,24,Other,78.99,85.77,Political Science,Law,"C++, Photography, Singing",Photography Club,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
518,21,Male,70.17,96.89,Biology,Psychology,"Java, C++, Statistics, Sewing, Photography, Instrument",Science Fair,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1
519,25,Male,62.74,60.43,Biology,Education,"CSS, CAD, Writing, Acting, Instrument",Science Fair,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
520,20,Female,77.24,90.57,Physics,Technology,"Photoshop, Dancing",Psych Club,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
521,25,Male,91.84,72.49,Physics,Media,"Statistics, Machine Learning, Python, CAD",Coding Club,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
522,25,Male,85.79,77.54,Physics,Technology,"C++, Java, Photoshop, Sewing, Public Speaking",Psych Club,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
523,24,Other,73.27,88.6,Math,Psychology,"Statistics, CAD, Creativity, Voice Modulation, Dancing, Singing",Science Fair,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
524,18,Female,81.52,59.08,English,Media,"HTML, C++, Sewing, Creativity, Writing, Public Speaking, Dancing",Newspaper,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
525,17,Other,89.77,94.56,English,Finance,"C++, HTML, CSS, Public Speaking",Media Club,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
526,25,Other,68.74,82.75,Biology,Media,"C++, Writing, Public Speaking, Dancing",Peer Counseling,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
527,20,Other,79.94,81.13,Political Science,Law,"CSS, Machine Learning, Sketching",Photo Walk,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
528,22,Female,69.5,69.94,Computer Science,Psychology,"Machine Learning, CSS, Statistics, CAD, Public Speaking, Voice Modulation, Singing, Instrument",Media Club,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
529,24,Male,74.74,92.07,Biology,Education,"Python, Statistics, Writing, Instrument, Acting",Psych Club,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
530,19,Male,80.44,73.55,Math,Medicine,"HTML, CAD, Writing, Instrument",Coding Club,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
531,18,Male,82.72,43.82,Political Science,Media,"CSS, C++, Machine Learning, Sewing, Voice Modulation, Communication, Photography",Photo Walk,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
532,19,Female,86.49,57.12,Psychology,Medicine,"C++, Statistics, Python, Public Speaking, Instrument",Peer Counseling,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
533,19,Other,71.38,64.56,History,Arts,Java,Psych Club,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
534,22,Other,62.05,91.93,Psychology,Psychology,"Java, Statistics, Photoshop, Sketching, Communication, Acting",Photography Club,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1
535,25,Male,70.32,82.16,History,Economics,"HTML, Java, Statistics, Creativity, Photography, Dancing",Newspaper,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1
536,22,Other,74.53,83.72,History,Psychology,"Statistics, CAD, Sketching, Writing, Public Speaking, Singing",Photography Club,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
537,19,Other,75.77,62.6,Biology,Medicine,"CSS, Java, HTML, Photoshop, Writing, Dancing, Instrument",Newspaper,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
538,25,Male,84.96,72.07,History,Technology,"CAD, Photoshop, Voice Modulation, Writing, Rhythm",Newspaper,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
539,25,Male,59.43,72.86,English,Education,"C++, HTML, Statistics, Public Speaking, Rhythm",Psych Club,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
540,24,Other,90.01,88.2,Biology,Technology,"Statistics, HTML, C++, Voice Modulation, Public Speaking, Instrument",Science Fair,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
541,18,Male,71.51,73.81,Political Science,Medicine,"Python, CSS, Photoshop, Dancing",Science Fair,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
542,21,Female,71.78,102.92,Psychology,Media,"Java, Public Speaking, Acting, Singing",Science Fair,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
543,21,Other,78.82,83.16,History,Psychology,"Python, Rhythm",Science Fair,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
544,24,Male,85.3,80.87,History,Education,"Machine Learning, Statistics, Java, Acting",Psych Club,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1
545,18,Other,72.41,75.64,English,Psychology,"Machine Learning, Statistics, Photoshop, Writing, Instrument",Coding Club,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
546,17,Male,74.28,77.55,English,Psychology,"Java, Python, Sketching, Public Speaking",Psych Club,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
547,21,Female,82.28,78.62,Biology,Media,"Statistics, Communication, Public Speaking, Rhythm",Peer Counseling,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
548,21,Female,82.33,77.03,English,Economics,"Python, Public Speaking, Communication, Acting",Photo Walk,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
549,22,Male,75.79,54.02,Biology,Technology,"Statistics, Writing, Communication, Singing",Psych Club,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
550,18,Male,84.16,82.16,Math,Psychology,"Machine Learning, C++, Public Speaking",Photo Walk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
551,21,Male,84.98,43.24,Biology,Technology,"Machine Learning, Communication",Psych Club,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
552,19,Male,95.88,76.32,Physics,Economics,CAD,Media Club,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
553,18,Male,86.08,65.52,Math,Psychology,"Python, Statistics, Photoshop",Media Club,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
554,20,Other,81.13,65.36,Political Science,Arts,"Rhythm, Photography",Photo Walk,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
555,22,Female,68.76,100.97,Psychology,Media,"Writing, Public Speaking",Peer Counseling,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
556,20,Female,73.09,80.61,Psychology,Media,"Voice Modulation, Communication, Photography, Instrument",Newspaper,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
557,24,Other,83.7,83.95,Biology,Arts,"HTML, Java, CSS, Writing, Singing",Photo Walk,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
558,24,Male,76.5,82.38,Psychology,Psychology,"CSS, Machine Learning, Acting",Photo Walk,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
559,18,Female,99.03,77.31,History,Psychology,"Java, CSS, HTML, CAD",Photography Club,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0
560,24,Other,77.01,90.61,English,Arts,"Machine Learning, Python, HTML, Sewing, Writing, Voice Modulation",Newspaper,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
561,23,Female,86.06,92.24,Biology,Arts,"Java, C++, Voice Modulation, Writing",Media Club,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
562,23,Other,81.39,64.28,Computer Science,Medicine,"C++, HTML, CSS, CAD, Public Speaking, Writing, Singing",Photography Club,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
563,18,Female,91.33,64.24,Computer Science,Psychology,"Python, Writing, Voice Modulation, Dancing",Peer Counseling,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
564,17,Male,78.03,68.95,Physics,Law,"CSS, Statistics, Photography, Acting",Psych Club,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
565,24,Male,74.36,81.95,History,Psychology,"CSS, C++, Sewing, Photoshop, Singing",Science Fair,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
566,23,Female,78.21,83.06,English,Education,"Python, Statistics, Java, Sketching, Creativity, Voice Modulation",Science Fair,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
567,21,Other,91.14,83.44,Physics,Psychology,"Machine Learning, CSS, Statistics, CAD, Sewing, Communication, Public Speaking",Media Club,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
568,23,Female,72.56,89.57,Computer Science,Education,"C++, Python, Writing, Voice Modulation, Rhythm",Photo Walk,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
569,17,Other,86.89,63.27,English,Education,"C++, Statistics, HTML, Photoshop, Communication, Writing",Media Club,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1
570,21,Other,80.97,86.41,Biology,Economics,"Creativity, Rhythm, Singing",Photography Club,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
571,24,Other,72.02,94.51,Physics,Media,"Python, Machine Learning, Sewing, Acting",Coding Club,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
572,23,Female,73.5,79.51,Biology,Psychology,"C++, Sewing, Public Speaking, Writing, Rhythm, Dancing",Media Club,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
573,23,Male,73.27,78.19,Computer Science,Economics,"C++, Python, Sewing, Communication, Dancing, Singing",Peer Counseling,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
574,18,Other,64.04,60.72,English,Medicine,"HTML, Java, C++, Public Speaking, Voice Modulation, Acting",Media Club,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
575,25,Female,90.95,67.84,Political Science,Education,"CSS, Statistics, Sewing",Coding Club,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
576,25,Male,65.09,52.16,Computer Science,Technology,"Machine Learning, CSS, CAD, Photoshop, Communication, Voice Modulation, Instrument",Science Fair,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
577,20,Male,68.61,62.12,History,Education,"Statistics, Python, Creativity, CAD, Public Speaking, Instrument, Rhythm",Coding Club,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1
578,20,Female,91.42,90.12,Political Science,Economics,"Python, Voice Modulation, Photography",Psych Club,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0
579,23,Female,68.12,105.03,Math,Technology,"Java, Python, Sketching, Communication, Public Speaking",Psych Club,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
580,24,Male,84.82,74.1,Math,Economics,"Statistics, Python, Sketching, Writing, Communication, Instrument, Dancing",Photo Walk,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
581,18,Other,50.01,105.49,Biology,Media,"Python, Java, CSS, Public Speaking, Dancing, Acting",Photography Club,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
582,20,Female,61.1,58.26,Political Science,Arts,"Java, CAD, Public Speaking, Singing, Acting",Media Club,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
583,25,Female,85.23,107.28,Biology,Law,"Machine Learning, Java, C++, Voice Modulation, Rhythm, Dancing",Coding Club,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
584,17,Other,88.84,84.77,Math,Finance,"CSS, HTML, Sketching, Writing, Public Speaking",Peer Counseling,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
585,24,Female,80.95,88.24,Math,Education,"Python, Java, Creativity, Dancing",Photography Club,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
586,22,Other,82.59,81.37,Physics,Finance,"CAD, Voice Modulation, Communication, Acting, Singing",Photography Club,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
587,19,Other,76.04,77.25,History,Media,"HTML, CSS, Sewing, Sketching, Writing",Media Club,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
588,19,Other,67.46,74.63,Computer Science,Arts,"Java, Machine Learning, C++, Sewing",Newspaper,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
589,19,Male,58.07,76.82,Psychology,Education,"HTML, Machine Learning, Java, Creativity, Public Speaking, Communication",Photo Walk,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
590,18,Female,65.11,64.76,English,Arts,"Statistics, CSS, Java, Dancing, Photography",Coding Club,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
591,20,Male,76.8,94.7,Computer Science,Technology,"Python, Sewing, Public Speaking",Photography Club,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
592,18,Female,84.18,59.15,Psychology,Economics,"Statistics, HTML, Machine Learning, Instrument, Dancing",Newspaper,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
593,21,Female,65.1,89.29,Computer Science,Education,"Statistics, Java, CSS, Communication, Instrument",Psych Club,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
594,23,Male,65.18,75.3,Math,Medicine,"CSS, Creativity, Voice Modulation",Photography Club,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
595,17,Female,80.5,66.38,Psychology,Law,"Machine Learning, CAD, Public Speaking, Writing",Coding Club,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
596,25,Male,76.05,61.99,Math,Law,"C++, CSS, Machine Learning, Photoshop, Sewing, Voice Modulation, Acting",Peer Counseling,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
597,22,Male,68.99,81.84,Math,Arts,"CSS, Sketching, Communication",Photography Club,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
598,22,Other,59.07,83.29,Physics,Arts,"Photoshop, Rhythm",Photography Club,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
599,22,Female,74.8,84.63,History,Medicine,"HTML, Java, CAD, Dancing, Acting",Photography Club,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0
600,17,Male,77.24,94.37,Psychology,Finance,"Python, Sketching, Acting, Dancing",Peer Counseling,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
601,18,Female,76.25,72.85,Math,Psychology,"HTML, Statistics, Python, Creativity, Photoshop, Writing",Photo Walk,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
602,21,Male,76.22,84.52,Psychology,Media,"CSS, Communication, Voice Modulation",Photography Club,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
603,20,Female,75.49,78.49,Biology,Law,"Machine Learning, Statistics, Public Speaking, Singing, Rhythm",Newspaper,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
604,19,Male,67.98,70.05,Biology,Psychology,"Machine Learning, C++, CSS, Photoshop, Sketching, Photography, Acting",Science Fair,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1
605,22,Other,60.97,98.99,Psychology,Technology,"C++, Python, Photoshop, CAD, Rhythm",Newspaper,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0
606,19,Male,62.56,69.69,Physics,Economics,"Java, CAD, Communication",Newspaper,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0
607,21,Female,67.82,88.74,Physics,Medicine,"Machine Learning, Python, Sewing, Acting",Psych Club,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
608,23,Female,72.05,92.97,History,Education,"Statistics, C++, CSS, Voice Modulation",Media Club,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
609,17,Other,68.27,81.35,English,Psychology,"HTML, Sewing, Photoshop, Voice Modulation, Singing",Peer Counseling,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
610,24,Female,66.65,103.74,Psychology,Arts,"CSS, Sketching, Writing, Public Speaking",Photography Club,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
611,17,Other,63.12,81.72,Biology,Media,"Python, HTML, CSS, Sketching, Writing, Singing, Dancing",Coding Club,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
612,24,Male,81.34,82.97,Psychology,Education,"Sketching, Voice Modulation, Acting, Photography",Newspaper,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0
613,21,Female,73.15,76.44,Psychology,Technology,"Sewing, Sketching, Writing, Communication, Singing, Dancing",Psych Club,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
614,23,Male,75.44,76.24,Math,Arts,"Machine Learning, HTML, CSS, CAD, Sketching, Public Speaking, Voice Modulation, Dancing, Acting",Science Fair,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
615,21,Male,84.64,104.53,Psychology,Arts,"Python, Communication, Writing",Newspaper,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
616,24,Other,69.43,61.56,Psychology,Technology,"Python, CAD, Acting",Coding Club,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
